block_label,block_content
Card Swipe,"When I send a 23.x Read Card message to the terminal with:
| p23_req_prompt_index   | 3 |
| p23_req_enable_devices | M |
Then I Wait until Element ""title"" contains ""Please slide card""
And  I wait until Element ""btn_cancel"" visible"
Card Swipe,"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0                                                            |
| p23_res_card_source | M                                                            |
| p23_res_track1      | %B<masked_pan>^<name>^<exp_date><code><masked_disc_data_t1>? |
| p23_res_track2      | ;<masked_pan>=<exp_date><code><masked_disc_data_t2>?         |
| p23_res_track3      | @regexp:.+                                                   |"
Unknown,"And decrypted field ""p23_res_track3"" with ON GUARD SDE algorithm should match the following data:
| result | B<pan>^<name>^<exp_date><code><disc_data_t1>\|<pan>=<exp_date><code><disc_data_t2><null_characters> |
Examples:
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      | masked_pan       | masked_disc_data_t1          | masked_disc_data_t2 | null_characters          |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 000000140000000              | 0000014000001  | 01234567890123456789 | 5413330000000011 | 000000000000000              | 0000000000000       |                          |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      | 374245000001008  | 000000000                    | 00000000000000      | \x00\x00\x00\x00\x00\x00 |
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      | 4264510000005621 | 0000000000000000000000000000 | 0000000000000       | \x00\x00                 |
| DISCOVER   | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      | 6510000000000091 | 0000000000000                | 0000000000000       | \x00\x00\x00\x00\x00\x00 |
| Diners     | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 36039600000472   | 00000000000000000000         | 0000000000000       | \x00\x00\x00\x00\x00\x00 |
| VISA       | 4761739001010010 | Test Card 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 4761730000000010 | 00000000000000000000         | 0000000000000       |                          |
| Mastercard | 5413330089099130 | Test Card 20       | 2512     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 5413330000009130 | 00000000000000000000         | 0000000000000       |                          |
@rsa @msr @00x @62x @61x @23x @dx8000 @ex8000 @dx4000 @rx5000 @rx7000
Feature: Validate RSA Encryption for MSR transaction
""""""
This feature file validates RSA Encryption for MSR transaction
https://testlink.evf.us/linkto.php?tprojectPrefix=ARC&item=testcase&id=ARC-1313
""""""
Scenario Outline: RSA Encryption For MSR Transaction
#Step 5"
Precondition,"Given I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
When I send a 61.x Read Configuration message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 9  |"
Card Swipe,"When I send a 23.x Read Card message to the terminal with:
| p23_req_prompt_index   | 3 |
| p23_req_enable_devices | M |
Then I Wait until Element ""title"" contains ""Please slide card""
And  I wait until Element ""btn_cancel"" visible"
Card Swipe,"When Axium swipe magnetic card:
| track1 | B<pan>^<name>^<exp_date><code><disc_data_t1> |
| track2 | <pan>=<exp_date><code><disc_data_t2>         |
| track3 | <additional_data><additional_data>           |
Then I should receive the 23.x Card Read response from terminal with params:
| p23_res_exit_type   | 0                                                            |
| p23_res_card_source | M                                                            |
| p23_res_track1      | %B<masked_pan>^<name>^<exp_date><code><masked_disc_data_t1>? |
| p23_res_track2      | ;<masked_pan>=<exp_date><code><masked_disc_data_t2>?         |
| p23_res_track3      | @regexp:.+                                                   |"
Unknown,"When RSA OAEP algorithm private key is set to 'Files\p2p_encryptions\private_RSA_key\private_verify_key.pem'
Then raw field 'p23_res_track3' with RSA OAEP algorithm should have the following attributes:
| cryptogram_length | 344 |
And decrypted field 'p23_res_track3' with RSA OAEP algorithm should match '%B<pan>^<name>^<exp_date><code><disc_data_t1>?;<pan>=<exp_date><code><disc_data_t2>?'
Examples:
| card_type  | pan              | name               | exp_date | code | disc_data_t1                 | disc_data_t2   | additional_data      | masked_pan       | masked_disc_data_t1          | masked_disc_data_t2 | null_characters          |
| Mastercard | 5413330089020011 | TEST/CARD          | 2412     | 221  | 361010000000000933000000     | 0000014000001  | 01234567890123456789 | 5413330000000011 | 000000000000000000000000     | 0000000000000       |                          |
| Amex       | 374245001731008  | XP CARD 07/VER 2.0 | 2103     | 201  | 150412345                    | 15041234500000 |                      | 374245000001008  | 000000000                    | 00000000000000      | \x00\x00\x00\x00\x00\x00 |
| VISA       | 4264510228395621 | JOHN/SMITH         | 1709     | 206  | 0000000000000000000704001000 | 0000070400100  |                      | 4264510000005621 | 0000000000000000000000000000 | 0000000000000       | \x00\x00                 |
| DISCOVER   | 6510000000000091 | CARD/IMAGE 09      | 1712     | 702  | 1000041300000                | 1000041300000  |                      | 6510000000000091 | 0000000000000                | 0000000000000       | \x00\x00\x00\x00\x00\x00 |
| Diners     | 36039667170472   | PETTITT/JO         | 0012     | 521  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 36039600000472   | 00000000000000000000         | 0000000000000       | \x00\x00\x00\x00\x00\x00 |
| VISA       | 4761739001010010 | Test Card 04       | 2212     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 4761730000000010 | 00000000000000000000         | 0000000000000       |                          |
| Mastercard | 5413330089099130 | Test Card 20       | 2512     | 201  | 16010000000000000946         | 1000041300000  | 01234567890123456789 | 5413330000009130 | 00000000000000000000         | 0000000000000       |                          |
@sde @msr @00x @62x @61x @23x
Feature: Validate separator of On-Guard SDE Encryption for Manual Entry transaction
""""""
This feature file validates separator of On-Guard SDE Encryption for Manual Entry transaction
based on ticket    https://ingenico-nar.atlassian.net/browse/ARC-1299
Note : ArcSec.json used in current FF is the version from DefaultConfig of ARC Build ""arc-app-23.09.03-0001""
""""""
@dx8000 @ex8000 @dx4000
Scenario Outline: On-Guard SDE Encryption For MSR Transaction
Given I successfully changed configuration ""0007"" ""0029"" to ""1""
##################### Enable Onguard_SDE with specific separator #####################
And a existing file ""Files/p2p_encryptions/ArcSec_separator/ArcSec_separator_<ASCII>.apk""
When I have successfully sent ""Files/p2p_encryptions/ArcSec_separator/ArcSec_separator_<ASCII>.apk"" file using these params:
| p62_req_file_name       | ArcSec_separator_<ASCII>.apk |
| p62_req_encoding_format | B                            |
| p62_req_fast_download   | 1                            |
| p62_req_unpack_flag     | 0                            |
Then I should receive the 62.x Write File response from terminal with params:
| p62_res_status      | 0            |
| p62_res_file_length | @regexp:.\d* |
##################### ########################################## #####################"
Precondition,"When I send a 00.x Offline message to the terminal with params:
| p00_req_reason_code | 0000 |
Then I should receive the 00.x Offline response from terminal with params:
| p00_res_reason_code | 0000 |
And I Wait until Element ""title"" contains ""This Lane Closed""
And I wait until Element ""imageOffline"" visible
##################### Verify Onguard_SDE enabled #####################
When I send a 61.x Read Configuration message to the terminal with:
| p61_req_group_num | 91 |
| p61_req_index_num | 1  |
Then I should receive the 61.x Read Configuration response from terminal with params:
| p61_res_status                | 2  |
| p61_res_group_num             | 91 |
| p61_res_index_num             | 1  |
| p61_res_data_config_parameter | 19 |
##################### ##################### #####################"
Card Swipe,"When I send a 23.x Read Card message to the terminal with:
| p23_req_prompt_index   | 372 |
| p23_req_enable_devices | M   |
Then I Wait until Element ""title"" contains ""Card""
And  I wait until Element ""btn_cancel"" visible
And  I wait until Element ""btn_manual_entry"" visible"
Unknown,"When I click Element ""btn_manual_entry""
##################### Enter card details #####################
And I click Element ""ed_pan"""
Unknown,"And I send keys to Element ""ed_pan"" text ""<pan>""
And I press enter button"
